,Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,lastUpdated,US_retailPrice,ownedBy,wantedBy
2764,60296-1,Wheelie Stunt Bike,2021.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,14.0,1.0,2496.0,4.0,7.99,18.0,5.0,2022-05-17T00:48:29.97Z,7.99,2509.0,519.0
2765,60297-1,Demolition Stunt Bike,2021.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,12.0,1.0,3147.0,3.8,7.99,19.0,5.99,2022-05-17T00:40:34.17Z,7.99,3170.0,441.0
2766,60298-1,Rocket Stunt Bike,2021.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,14.0,1.0,3372.0,3.9,7.99,21.0,8.0,2022-05-17T00:45:08.153Z,7.99,3391.0,447.0
2768,60300-1,Wildlife Rescue ATV,2021.0,City,Modern day,Wildlife Rescue,Normal,Box,2.0,Retail,74.0,1.0,4503.0,3.8,9.99,3.0,9.999,2021-06-25T00:47:31.56Z,9.99,4535.0,844.0
2769,60301-1,Wildlife Rescue Off-Roader,2021.0,City,Modern day,Wildlife Rescue,Normal,Box,6.0,Retail,157.0,3.0,2208.0,3.4,49.99,2.0,39.98,2021-06-25T00:51:08.423Z,49.99,2223.0,1085.0
2770,60302-1,Wildlife Rescue Operation,2021.0,City,Modern day,Wildlife Rescue,Normal,Box,8.0,Retail,525.0,4.0,2598.0,4.1,89.99,2.0,50.05,2021-06-25T23:07:11.503Z,89.99,2622.0,1349.0
2771,60303-1,City Advent Calendar,2021.0,City,Modern day,Seasonal,Normal,Box,1.0,Retail,349.0,7.0,2590.0,3.4,29.99,1.0,18.8,2021-10-01T01:29:27.82Z,29.99,2600.0,351.0
2772,60304-1,Road Plates,2021.0,City,Modern day,Road Plates,Normal,Box,2.0,Retail,112.0,,5981.0,3.8,19.99,71.0,22.0,2023-01-31T11:04:42.34Z,19.99,6024.0,1520.0
2773,60305-1,Car Transporter,2021.0,City,Modern day,Great Vehicles,Normal,Box,4.0,Retail,342.0,2.0,2271.0,4.1,29.99,5.0,34.99,2023-02-01T00:04:18.287Z,29.99,2289.0,943.0
2774,60306-1,Shopping Street,2021.0,City,Modern day,Town,Normal,Box,10.0,Retail,533.0,6.0,1549.0,4.1,79.99,1.0,60.0,2023-01-31T10:16:30.11Z,79.99,1558.0,1428.0
2775,60307-1,Wildlife Rescue Camp,2021.0,City,Modern day,Wildlife Rescue,Normal,Box,8.0,Retail,503.0,6.0,2144.0,3.9,99.99,5.0,96.99,2021-06-05T02:17:43.43Z,99.99,2161.0,1539.0
2776,60308-1,Seaside Police and Fire Mission,2021.0,City,Modern day,Police,Normal,Box,8.0,Retail,297.0,4.0,315.0,0.0,49.99,2.0,28.0,2021-06-17T21:12:08.417Z,49.99,321.0,359.0
2777,60309-1,Selfie Stunt Bike,2021.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,14.0,1.0,2086.0,3.8,7.99,11.0,4.99,2022-05-17T00:46:37.23Z,7.99,2107.0,491.0
2778,60310-1,Chicken Stunt Bike,2021.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,10.0,1.0,4079.0,4.1,7.99,11.0,6.1,2022-05-17T00:38:24.477Z,7.99,4102.0,635.0
2779,60311-1,Fire Stunt Bike,2021.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,11.0,1.0,2136.0,3.7,7.99,15.0,5.45,2022-05-17T00:43:25.743Z,7.99,2157.0,545.0
2780,60312-1,Police Car,2022.0,City,Modern day,Police,Normal,Box,2.0,Retail,94.0,1.0,3025.0,4.0,9.99,8.0,8.0,2022-01-18T18:38:33.6Z,9.99,3092.0,658.0
2781,60313-1,Space Ride Amusement Truck,2022.0,City,Modern day,Traffic,Normal,Box,4.0,Retail,433.0,3.0,1182.0,0.0,49.99,3.0,35.991,2022-06-11T08:38:49.747Z,49.99,1211.0,982.0
2782,60314-1,Ice Cream Truck Police Chase,2022.0,City,Modern day,Police,Normal,Box,4.0,Retail,317.0,3.0,2188.0,3.8,39.99,2.0,25.5,2022-01-18T02:36:06.75Z,39.99,2235.0,905.0
2784,60316-1,Police Station,2022.0,City,Modern day,Police,Normal,Box,6.0,Retail,668.0,5.0,1056.0,4.0,69.99,3.0,30.0,2022-01-18T18:39:22.85Z,69.99,1081.0,559.0
2785,60317-1,Police Chase at the Bank,2022.0,City,Modern day,Police,Normal,Box,10.0,Retail,915.0,6.0,592.0,0.0,99.99,1.0,91.3458,2022-01-18T18:41:33.76Z,99.99,604.0,722.0
2790,60322-1,Race Car,2022.0,City,Modern day,Great Vehicles,Normal,Box,2.0,Retail,46.0,2.0,1779.0,3.6,9.99,1.0,9.0,2023-01-31T23:49:38.8Z,9.99,1815.0,413.0
2791,60323-1,Stunt Plane,2022.0,City,Modern day,Great Vehicles,Normal,Box,2.0,Retail,59.0,1.0,1350.0,3.6,9.99,2.0,7.5,2023-01-31T10:15:37.607Z,9.99,1376.0,311.0
2792,60324-1,Mobile Crane,2022.0,City,Modern day,Great Vehicles,Normal,Box,2.0,Retail,340.0,2.0,3784.0,4.3,39.99,6.0,23.49,2023-01-31T11:22:25.717Z,39.99,3834.0,1250.0
2793,60325-1,Cement Mixer Truck,2022.0,City,Modern day,Great Vehicles,Normal,Box,4.0,Retail,85.0,2.0,1233.0,3.6,19.99,26.0,19.99,2023-01-31T23:46:09.597Z,19.99,1254.0,410.0
2794,60326-1,Picnic in the Park,2022.0,City,Modern day,Park,Normal,Box,4.0,Retail - limited,147.0,3.0,4321.0,4.2,19.99,5.0,15.0,2023-02-06T07:38:16.977Z,19.99,4351.0,1491.0
2795,60327-1,Horse Transporter,2022.0,City,Modern day,Great Vehicles,Normal,Box,4.0,Retail,196.0,2.0,2139.0,4.1,29.99,1.0,16.6,2023-01-31T23:45:05.483Z,29.99,2164.0,1117.0
2796,60328-1,Beach Lifeguard Station,2022.0,City,Modern day,Beach,Normal,Box,6.0,Retail,211.0,4.0,2633.0,3.9,39.99,3.0,24.0,2023-01-31T10:41:09.683Z,39.99,2665.0,901.0
2797,60329-1,School Day,2022.0,City,Modern day,Town,Normal,Box,4.0,Retail,433.0,8.0,1674.0,3.7,69.99,5.0,56.1,2023-01-31T10:13:06.647Z,69.99,1693.0,1047.0
2798,60330-1,Hospital,2022.0,City,Modern day,Medical,Normal,Box,6.0,Retail,816.0,13.0,1688.0,4.2,119.99,4.0,101.98,2022-01-18T18:47:28.103Z,119.99,1726.0,1312.0
2799,60331-1,Touring Stunt Bike,2022.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,10.0,1.0,1861.0,4.1,7.99,21.0,10.0,2022-09-20T23:21:25.08Z,7.99,1890.0,584.0
2800,60332-1,Reckless Scorpion Stunt Bike,2022.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,15.0,1.0,1935.0,3.8,7.99,3.0,7.25,2022-09-20T23:22:02.41Z,7.99,1967.0,535.0
2801,60333-1,Bathtub Stunt Bike,2022.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,14.0,1.0,5407.0,4.3,7.99,7.0,9.99,2022-09-20T23:22:34.387Z,7.99,5499.0,1028.0
2802,60335-1,Train Station,2022.0,City,Modern day,Trains,Normal,Box,6.0,Retail,907.0,6.0,1731.0,4.5,99.99,5.0,65.0,2022-06-22T05:34:15.48Z,99.99,1772.0,2000.0
2803,60336-1,Freight Train,2022.0,City,Modern day,Trains,Normal,Box,11.0,Retail,1153.0,6.0,1162.0,0.0,199.99,2.0,145.0,2022-08-07T20:53:15.1Z,199.99,1191.0,1822.0
2804,60337-1,Express Passenger Train,2022.0,City,Modern day,Trains,Normal,Box,9.0,Retail,764.0,6.0,1840.0,4.4,189.99,1.0,145.0,2022-06-04T00:59:22Z,189.99,1876.0,1723.0
2808,60341-1,The Knockdown Stunt Challenge,2022.0,City,Modern day,Stuntz,Normal,Box,2.0,Retail,117.0,2.0,760.0,0.0,34.99,1.0,16.644,2022-10-05T01:18:49.933Z,34.99,771.0,388.0
2811,60344-1,Chicken Henhouse,2022.0,City,Modern day,Farm,Normal,Box,2.0,Retail,101.0,1.0,3716.0,3.9,9.99,2.0,12.0,2022-07-21T19:51:28.55Z,9.99,3768.0,1231.0
2812,60345-1,Farmers Market Van,2022.0,City,Modern day,Farm,Normal,Box,4.0,Retail,310.0,3.0,4283.0,4.3,44.99,11.0,29.8,2022-06-09T05:23:09.107Z,44.99,4351.0,1541.0
2813,60346-1,Barn & Farm Animals,2022.0,City,Modern day,Farm,Normal,Box,8.0,Retail,230.0,4.0,2726.0,3.9,69.99,3.0,45.0,2022-07-21T23:46:48.63Z,69.99,2780.0,1573.0
2814,60347-1,Grocery Store,2022.0,City,Modern day,Town,Normal,Box,4.0,Retail,404.0,5.0,2705.0,4.0,69.99,11.0,79.95,2023-01-31T10:13:31.37Z,69.99,2751.0,1846.0
2815,60348-1,Lunar Roving Vehicle,2022.0,City,Modern day,Space,Normal,Box,2.0,Retail,275.0,3.0,2397.0,4.4,39.99,2.0,18.0,2023-02-05T11:56:38.8Z,39.99,2426.0,1137.0
2816,60349-1,Lunar Space Station,2022.0,City,Modern day,Space,Normal,Box,4.0,Retail,500.0,5.0,1636.0,4.3,79.99,2.0,49.491,2023-02-05T11:57:29.657Z,79.99,1672.0,1271.0
2817,60350-1,Lunar Research Base,2022.0,City,Modern day,Space,Normal,Box,6.0,Retail,786.0,6.0,1910.0,4.3,129.99,2.0,90.0,2022-03-21T01:32:31.503Z,129.99,1934.0,1507.0
2818,60351-1,Rocket Launch Center,2022.0,City,Modern day,Space,Normal,Box,9.0,Retail,1010.0,7.0,1059.0,0.0,159.99,6.0,110.0,2023-01-31T20:20:35.34Z,159.99,1070.0,1634.0
2819,60352-1,City Advent Calendar,2022.0,City,Modern day,Seasonal,Normal,Box,1.0,Retail,287.0,6.0,2707.0,3.9,34.99,12.0,20.68,2022-10-05T01:22:01.977Z,34.99,2748.0,338.0
2820,60353-1,Wild Animal Rescue Missions,2022.0,City,Modern day,Missions,Normal,Box,4.0,Retail,246.0,1.0,1141.0,3.8,39.99,2.0,29.98,2023-02-05T11:57:40.45Z,39.99,1174.0,759.0
2821,60354-1,Mars Spacecraft Exploration Missions,2022.0,City,Modern day,Missions,Normal,Box,4.0,Retail,298.0,2.0,906.0,3.8,39.99,2.0,25.191,2023-02-05T11:57:51.153Z,39.99,922.0,601.0
2839,60373-1,Fire Rescue Boat,2023.0,City,Modern day,Fire,Normal,Box,4.0,Retail,144.0,3.0,331.0,0.0,29.99,1.0,25.97,2023-01-11T03:36:20.98Z,29.99,361.0,415.0
2840,60374-1,Fire Command Truck,2023.0,City,Modern day,Fire,Normal,Box,6.0,Retail,502.0,3.0,312.0,0.0,64.99,1.0,48.993,2023-01-11T03:37:24.81Z,64.99,337.0,603.0
2848,60383-1,Electric Sports Car,2023.0,City,Modern day,Great Vehicles,Normal,Box,2.0,Retail,95.0,1.0,1560.0,4.2,9.99,1.0,15.0,2023-01-31T23:57:57.893Z,9.99,1658.0,790.0
2851,60386-1,Recycling Truck,2023.0,City,Modern day,Great Vehicles,Normal,Box,6.0,Retail,261.0,3.0,1651.0,4.3,29.99,1.0,29.99,2023-02-01T00:13:19.63Z,29.99,1750.0,1645.0
2854,60389-1,Custom Car Garage,2023.0,City,Modern day,Great Vehicles,Normal,Box,4.0,Retail,507.0,4.0,401.0,0.0,59.99,1.0,39.99,2023-01-31T23:57:13.01Z,59.99,435.0,791.0
2859,60394-1,ATV and Otter Habitat,2023.0,City,Modern day,Park,Normal,Box,2.0,Retail,90.0,1.0,2498.0,4.2,9.99,7.0,10.0,2023-01-31T10:37:55.787Z,9.99,2664.0,1620.0
2867,6136-1,My First Zoo,2011.0,Duplo,Pre-school,Zoo,Normal,{Not specified},2.0,{Not specified},60.0,1.0,717.0,0.0,24.99,1.0,65.5992,2010-12-17T15:46:45.25Z,24.99,717.0,87.0
2892,6191-1,Fire Fighter Building Set,2009.0,Bricks and More,Basic,,Normal,Box,2.0,Retail,117.0,1.0,1509.0,3.6,9.99,1.0,10.0,,,,
2893,6192-1,Pirate Building Set,2009.0,Bricks and More,Basic,,Normal,Box,2.0,Retail,150.0,1.0,1778.0,3.6,9.99,1.0,19.99,2012-10-08T17:45:14.183Z,9.99,1781.0,271.0
2894,6193-1,Castle Building Set,2009.0,Bricks and More,Basic,,Normal,Box,2.0,Retail,137.0,1.0,1478.0,3.4,9.99,1.0,17.0,2012-10-08T17:45:30.85Z,9.99,1480.0,240.0
2900,6205-1,V-wing Fighter,2006.0,Star Wars,Licensed,Episode III,Normal,Box,1.0,Retail,118.0,1.0,12210.0,3.8,10.0,11.0,46.3719,2018-11-21T22:57:11.193Z,10.0,12241.0,2552.0
2901,6208-1,B-wing Fighter,2006.0,Star Wars,Licensed,Episode VI,Normal,Box,2.0,Retail,435.0,2.0,7921.0,3.8,34.99,12.0,150.0,2018-12-31T13:28:49.3Z,34.99,7940.0,3160.0
2902,6209-1,Slave I,2006.0,Star Wars,Licensed,Episode V,Normal,Box,2.0,Retail,537.0,4.0,7336.0,4.5,49.99,3.0,350.0,2018-12-31T14:23:55.07Z,49.99,7351.0,3868.0
2903,6210-1,Jabba's Sail Barge,2006.0,Star Wars,Licensed,Episode VI,Normal,Box,2.0,Retail,781.0,8.0,7458.0,4.4,74.99,5.0,619.5476,2021-04-08T08:57:16.24Z,74.99,7472.0,5489.0
2904,6211-1,Imperial Star Destroyer,2006.0,Star Wars,Licensed,Episode IV,Normal,Box,4.0,{Not specified},1367.0,9.0,9026.0,4.1,99.99,3.0,399.99,2018-12-31T21:02:32.34Z,99.99,9051.0,5213.0
2905,6212-1,X-wing Fighter,2006.0,Star Wars,Licensed,Episode V,Normal,Box,2.0,Retail,437.0,6.0,11955.0,4.2,49.99,6.0,95.4406,2019-01-02T15:21:43.177Z,49.99,11975.0,3491.0
2910,6222-1,CORE HUNTER,2012.0,HERO Factory,Constraction,Breakout,Normal,Foil pack,3.0,Retail,51.0,,1446.0,4.1,12.99,1.0,55.55,2020-09-30T00:58:28.787Z,12.99,1450.0,595.0
2912,6227-1,BREEZ,2012.0,HERO Factory,Constraction,Breakout,Normal,Foil pack,3.0,Retail,55.0,,1370.0,4.1,12.99,1.0,39.9,2020-09-30T00:58:48.74Z,12.99,1377.0,500.0
2915,6230-1,STORMER XL,2012.0,HERO Factory,Constraction,Breakout,Normal,Box,3.0,Retail,89.0,,1525.0,3.9,34.99,2.0,59.95,2020-09-30T00:59:35.07Z,34.99,1530.0,490.0
2917,6239-1,Cannon Battle,2009.0,Pirates,Historical,,Normal,Box,2.0,Retail,45.0,2.0,7024.0,4.0,5.99,12.0,29.98,2020-04-20T15:10:45.897Z,5.99,7037.0,1216.0
2918,6240-1,Kraken Attackin',2009.0,Pirates,Historical,,Normal,Box,2.0,Retail,78.0,2.0,6494.0,4.0,9.99,3.0,40.0,2008-11-08T13:01:14Z,9.99,6507.0,1498.0
2919,6241-1,Loot Island,2009.0,Pirates,Historical,,Normal,Box,2.0,Retail,142.0,3.0,5665.0,3.9,19.99,1.0,125.0,2008-11-08T13:01:16Z,19.99,5675.0,2009.0
2920,6242-1,Soldiers' Fort,2009.0,Pirates,Historical,,Normal,Box,4.0,Retail,367.0,6.0,4251.0,4.1,49.99,1.0,280.0,2008-11-08T13:01:17Z,49.99,4260.0,2600.0
2921,6243-1,Brickbeard's Bounty,2009.0,Pirates,Historical,,Normal,Box,4.0,Retail,592.0,8.0,5008.0,4.2,99.99,4.0,330.8699,2008-11-08T13:01:19Z,99.99,5016.0,3288.0
2922,6253-1,Shipwreck Hideout,2009.0,Pirates,Historical,,Normal,Box,2.0,Retail,310.0,6.0,2586.0,4.2,39.99,1.0,188.0,2008-11-13T21:33:56Z,39.99,2587.0,2430.0
2923,626-1,"Building Plate, Green",1996.0,Basic,Basic,Supplementaries,Normal,Other,0.0,Retail,1.0,,3636.0,4.1,4.99,10.0,7.95,2021-08-29T05:29:47.29Z,4.99,3636.0,223.0
2924,628-1,X-Large Baseplate Grey,1996.0,Basic,Basic,Supplementaries,Normal,Shrink-wrapped,0.0,Retail,1.0,,3964.0,4.0,14.99,2.0,15.0,2012-10-12T04:46:08.28Z,14.99,3964.0,265.0
2928,630-3,"Brick Separator, Orange",2011.0,Bricks and More,Basic,Accessories,Normal,Polybag,0.0,Retail - limited,1.0,,4990.0,4.0,2.49,163.0,0.05,2012-10-08T17:38:18.097Z,2.49,4992.0,232.0
2929,66678-1,LEGO Minifigures - Marvel Studios Series {Box of 6 random bags},2021.0,Collectable Minifigures,Miscellaneous,Marvel Studios,Random,Box,0.0,Retail - limited,0.0,,261.0,0.0,29.94,1.0,39.571,,,,
2930,66700-1,LEGO Minifigures - Series 22 {Box of 6 random bags},2022.0,Collectable Minifigures,Miscellaneous,Series 22,Random,Box,0.0,Retail - limited,0.0,,115.0,0.0,29.94,1.0,26.1573,,,,
2931,66734-1,Minifigures Disney 100 6 Pack,2023.0,Collectable Minifigures,Miscellaneous,Disney 100,Extended,{Not specified},0.0,{Not specified},,,44.0,0.0,29.94,3.0,29.95,,,,
2933,6742-1,Mini Off-Roader,2009.0,Creator,Model making,3 in 1,Normal,Plastic canister,1.0,Retail,64.0,,4024.0,3.5,5.99,3.0,10.4518,2021-05-16T09:59:30.33Z,5.99,4031.0,474.0
2938,6752-1,Fire Rescue,2009.0,Creator,Model making,3 in 1,Normal,Box,3.0,Retail,771.0,,2135.0,4.1,59.99,3.0,119.99,2021-05-16T10:00:25.637Z,59.99,2136.0,1249.0
2939,6753-1,Highway Transport,2009.0,Creator,Model making,3 in 1,Normal,Box,5.0,Retail,1294.0,,2405.0,4.3,89.99,1.0,149.3116,2021-05-16T10:00:34.973Z,89.99,2405.0,1628.0
2940,6754-1,Family Home,2009.0,Creator,Model making,3 in 1,Normal,Box,4.0,Retail,976.0,,5644.0,4.1,59.99,2.0,155.0,2021-05-16T10:00:50.037Z,59.99,5655.0,4312.0
2946,6857-1,The Dynamic Duo Funhouse Escape,2012.0,DC Comics Super Heroes,Licensed,Batman,Normal,Box,4.0,Retail - limited,380.0,5.0,7842.0,4.0,39.99,16.0,79.99,2019-12-07T01:40:59.75Z,39.99,7853.0,2542.0
2947,6858-1,Catwoman Catcycle City Chase,2012.0,DC Comics Super Heroes,Licensed,Batman,Normal,Box,2.0,Retail,89.0,2.0,13421.0,3.6,12.99,17.0,18.354,2014-07-12T18:50:06.63Z,12.99,13444.0,1974.0
2948,6860-1,The Batcave,2012.0,DC Comics Super Heroes,Licensed,Batman,Normal,Box,8.0,Retail,690.0,5.0,8441.0,4.0,69.99,11.0,109.0,2023-04-19T19:08:55.143Z,69.99,8455.0,2757.0
2949,6862-2,Superman vs. Power Armor Lex,2012.0,DC Comics Super Heroes,Licensed,Superman,Normal,Box,0.0,Retail,207.0,3.0,13586.0,3.9,19.99,46.0,27.99,2017-02-20T21:15:28.133Z,19.99,13607.0,1787.0
2950,6863-1,Batwing Battle Over Gotham City,2012.0,DC Comics Super Heroes,Licensed,Batman,Normal,Box,4.0,Retail,278.0,3.0,8556.0,3.9,34.99,24.0,52.99,2014-07-12T18:50:16.48Z,34.99,8578.0,2228.0
2951,6864-1,Batmobile and the Two-Face Chase,2012.0,DC Comics Super Heroes,Licensed,Batman,Normal,Box,6.0,Retail,531.0,5.0,7738.0,3.9,49.99,12.0,88.099,2016-02-05T20:09:16.867Z,49.99,7750.0,2805.0
2952,6865-1,Captain America's Avenging Cycle,2012.0,Marvel Super Heroes,Licensed,The Avengers,Normal,Box,2.0,Retail,72.0,3.0,11533.0,3.5,12.99,23.0,27.0665,2020-07-14T08:26:00.84Z,12.99,11553.0,2328.0
2953,6866-1,Wolverine's Chopper Showdown,2012.0,Marvel Super Heroes,Licensed,X-Men,Normal,Box,4.0,Retail,199.0,3.0,11321.0,4.1,19.99,6.0,200.0,2021-11-15T11:52:38.487Z,19.99,11345.0,3901.0
2954,6867-1,Loki's Cosmic Cube Escape,2012.0,Marvel Super Heroes,Licensed,The Avengers,Normal,Box,4.0,Retail,181.0,3.0,11509.0,3.8,19.99,3.0,50.0,2020-07-14T08:26:05.903Z,19.99,11532.0,2976.0
2955,6868-1,Hulk's Helicarrier Breakout,2012.0,Marvel Super Heroes,Licensed,The Avengers,Normal,Box,4.0,Retail,389.0,4.0,7885.0,3.7,49.99,3.0,74.6558,2020-07-14T08:26:10.903Z,49.99,7898.0,2778.0
2956,6869-1,Quinjet Aerial Battle,2012.0,Marvel Super Heroes,Licensed,The Avengers,Normal,Box,8.0,Retail,735.0,5.0,8162.0,4.2,69.99,7.0,129.0,2020-07-14T08:26:16.357Z,69.99,8178.0,3334.0
2957,6873-1,Spider-Man's Doc Ock Ambush,2012.0,Marvel Super Heroes,Licensed,Ultimate Spider-Man,Normal,Box,4.0,Retail - limited,295.0,3.0,5205.0,3.6,29.99,12.0,52.2591,2014-06-07T14:37:18.827Z,29.99,5214.0,2478.0
2958,6910-1,Mini Sports Car,2012.0,Creator,Model making,3 in 1,Normal,Plastic canister,2.0,Retail,70.0,,3852.0,3.1,5.99,1.0,5.0,2021-05-16T09:49:55.323Z,5.99,3858.0,433.0
2962,6914-1,Prehistoric Hunters,2012.0,Creator,Model making,3 in 1,Normal,Box,4.0,Retail,191.0,,2465.0,3.5,17.99,1.0,27.99,2021-05-16T09:50:42.35Z,17.99,2469.0,535.0
2963,6918-1,Blacksmith Attack,2011.0,Castle,Historical,Kingdoms,Normal,Box,2.0,{Not specified},104.0,2.0,7092.0,4.2,9.99,5.0,33.1864,2016-05-18T14:13:43.853Z,9.99,7100.0,2421.0
2964,70000-1,Razcal's Glider,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,4.0,Retail,109.0,1.0,6257.0,3.4,11.99,1.0,9.7053,2023-01-24T10:27:18.8Z,11.99,6272.0,595.0
2965,70001-1,Crawley's Claw Ripper,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,4.0,Retail,139.0,2.0,4876.0,3.4,14.99,4.0,14.5704,2023-01-24T10:27:28.02Z,14.99,4887.0,628.0
2966,70002-1,Lennox' Lion Attack,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,4.0,Retail,230.0,2.0,3695.0,3.3,24.99,2.0,24.85,2023-01-24T10:27:45.68Z,24.99,3708.0,632.0
2967,70003-1,Eris' Eagle Interceptor,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,2.0,Retail,348.0,3.0,4462.0,3.9,34.99,5.0,29.99,2023-01-24T10:27:57.843Z,34.99,4475.0,891.0
2968,70004-1,Wakz' Pack Tracker,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,2.0,Retail,297.0,3.0,3180.0,3.9,29.99,3.0,30.0,2023-01-24T10:28:03.803Z,29.99,3192.0,758.0
2970,70006-1,Cragger's Command Ship,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,4.0,Retail,609.0,6.0,3510.0,4.1,79.99,6.0,93.4917,2023-01-24T10:28:17.167Z,79.99,3516.0,1168.0
2971,70007-1,Eglor's Twin Bike,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,2.0,{Not specified},223.0,2.0,2574.0,3.7,24.99,2.0,28.0,2023-01-24T10:28:43.16Z,24.99,2579.0,767.0
2972,70008-1,Gorzan's Gorilla Striker,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,2.0,{Not specified},505.0,4.0,3015.0,3.9,49.99,1.0,59.99,2023-01-24T10:28:51.4Z,49.99,3023.0,1072.0
2973,70009-1,Worriz's Combat Lair,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,6.0,{Not specified},664.0,6.0,2292.0,4.1,69.99,2.0,84.0,2023-01-24T10:29:02.303Z,69.99,2295.0,885.0
2974,70010-1,The Lion CHI Temple,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,6.0,{Not specified},1258.0,7.0,2504.0,4.4,119.99,2.0,218.4,2023-01-24T10:29:10.64Z,119.99,2510.0,1297.0
2975,70011-1,Eagles' Castle,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box,4.0,Retail - limited,369.0,3.0,1265.0,3.4,39.99,1.0,37.99,2014-01-22T05:09:01.523Z,39.99,1267.0,609.0
2976,70012-2,Razar's CHI Raider,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,0.0,Retail - limited,412.0,3.0,1709.0,3.9,39.99,2.0,29.1158,2023-01-24T10:29:23.26Z,39.99,1712.0,774.0
2977,70013-1,Equila's Ultra Striker,2013.0,Legends of Chima,Action/Adventure,The Power of the CHI,Normal,Box,4.0,Retail - limited,339.0,3.0,1570.0,4.1,39.99,3.0,20.0,2023-01-24T10:29:30.893Z,39.99,1574.0,885.0
2980,70100-1,Ring of Fire,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,83.0,1.0,3166.0,3.4,14.99,2.0,9.918,2012-12-18T03:43:28.38Z,14.99,3173.0,425.0
2981,70101-1,Target Practice,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,101.0,1.0,2036.0,3.1,14.99,6.0,7.99,2012-12-18T03:44:03.337Z,14.99,2038.0,431.0
2982,70102-1,CHI Waterfall,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,106.0,1.0,2001.0,3.3,14.99,5.0,12.99,2012-12-18T03:44:40.563Z,14.99,2007.0,426.0
2983,70103-1,Boulder Bowling,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,93.0,1.0,2557.0,3.5,14.99,2.0,15.0,2012-12-18T03:45:12.763Z,14.99,2560.0,451.0
2984,70104-1,Jungle Gates,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,81.0,1.0,1970.0,3.2,14.99,5.0,8.0,2013-03-01T05:12:34.12Z,14.99,1976.0,462.0
2985,70105-1,Nest Dive,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,97.0,1.0,2371.0,3.3,14.99,10.0,7.0,2013-03-01T05:12:44.443Z,14.99,2375.0,414.0
2986,70106-1,Ice Tower,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,101.0,1.0,1862.0,3.6,14.99,6.0,7.49,2019-11-03T22:28:35.627Z,14.99,1862.0,430.0
2987,70107-1,Skunk Attack,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,97.0,1.0,2215.0,3.6,14.99,12.0,11.0974,2019-11-10T04:51:36.94Z,14.99,2220.0,538.0
2988,70108-1,Royal Roost,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,105.0,1.0,1635.0,3.3,14.99,3.0,17.0,2013-04-20T16:30:48.53Z,14.99,1638.0,438.0
2990,70110-1,Tower Target,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,92.0,1.0,1319.0,3.1,14.99,1.0,5.0,2019-11-16T22:05:37.84Z,14.99,1320.0,460.0
2991,70111-1,Swamp Jump,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,91.0,1.0,1538.0,3.8,14.99,7.0,11.0337,2013-08-14T17:26:16.06Z,14.99,1544.0,565.0
